artist,track_or_project_title,release_type,confidence_score,extraction_method,source_article_title,source_article_url,source_name,article_date,embedded_music_links,release_article
AMO:RA,Falling,track,0.7,submithub_chart,AMO:RA - Falling,https://www.submithub.com/song/amo-ra-x-papago-x-agassi-falling,SubmitHub,2026-04-23,https://open.spotify.com/track/4rON3TA32pHalAI0kAUxOM,True
Bona Fide,Drowning,track,0.7,submithub_chart,Bona Fide - Drowning,https://www.submithub.com/song/bona-fide-drowning,SubmitHub,2026-04-23,https://open.spotify.com/intl-it/track/5ud3R4zZXZ6LOB4SiYl6CU,True
Mentum,Enchanted,track,0.7,submithub_chart,Mentum - Enchanted,https://www.submithub.com/song/mentum-enchanted,SubmitHub,2026-04-23,https://open.spotify.com/track/078spr6jDODcTEOg4XBzms,True
MaWayy,Moon and Back,track,0.7,submithub_chart,MaWayy - Moon and Back,https://www.submithub.com/song/mawayy-moon-and-back,SubmitHub,2026-04-10,https://open.spotify.com/track/1oWgxKqMRdTEMna4ny7Sls,True
Shell Robinson,Beacon,track,0.7,submithub_chart,Shell Robinson - Beacon,https://www.submithub.com/song/shell-robinson-beacon,SubmitHub,2026-04-23,https://open.spotify.com/track/7tahV4yJWiAfeEk24jnBNw,True
Jon Gravy,Show Me,track,0.7,submithub_chart,Jon Gravy - Show Me,https://www.submithub.com/song/jon-gravy-x-julzy-show-me,SubmitHub,2026-04-29,https://s3.amazonaws.com/submithub/files/iNiqDuCYGhcfEiFdn/julzy-x-jon-gravy-show-me-2444-dm-02-2-1774624467823.wav,True
IDEMI,Reflections,track,0.7,submithub_chart,IDEMI - Reflections,https://www.submithub.com/song/idemi-reflections,SubmitHub,2026-05-01,https://s.disco.ac/ybovhrfeaisj,True
PJAMA SAM,Por Atra,track,0.8,submithub_chart,PJAMA SAM - Por Atra,https://www.submithub.com/song/pjama-sam-por-atra,SubmitHub,2026-04-23,https://open.spotify.com/track/0Fvh7v11vvS38RNX25uzio,True
Reveka,Dawnward,track,0.7,submithub_chart,Reveka - Dawnward,https://www.submithub.com/song/reveka-dawnward,SubmitHub,2026-04-21,https://open.spotify.com/track/1AOcGphu4DX7Pp6dvMa55l,True
James Marley,nobody,track,0.7,submithub_chart,James Marley - nobody,https://www.submithub.com/song/james-marley-nobody,SubmitHub,2026-04-30,https://open.spotify.com/intl-de/track/5DBTeCfwqR1aHtJudqqOa9,True
The Smallest Number,Don't Let Go,track,0.7,submithub_chart,The Smallest Number - Don't Let Go,https://www.submithub.com/song/the-smallest-number-dont-let-go,SubmitHub,2026-05-01,https://open.spotify.com/track/2BZbCRq1c9doE9O6gdQuFd,True
Nico Falla,In The Morning,track,0.7,submithub_chart,Nico Falla - In The Morning,https://www.submithub.com/song/nico-falla-in-the-morning,SubmitHub,2026-05-01,https://open.spotify.com/track/6NidvobFMHITu1iFSMVHxM,True
Deep Fried Soul,Back Together Again,track,0.7,submithub_chart,Deep Fried Soul - Back Together Again,https://www.submithub.com/song/deep-fried-soul-back-together-again,SubmitHub,2026-04-30,https://soundcloud.com/deepfriedsoul2026/back-together-2025-v11/s-5jziSX68VhX,True
TWINNS,Alive Again,track,0.7,submithub_chart,TWINNS - Alive Again,https://www.submithub.com/song/twinns-x-mare-x-levis-della-alive-again,SubmitHub,2026-04-16,https://open.spotify.com/track/5rBkfFiBtH3Zafkod0XhrB,True
New Wing,Do It,track,0.7,submithub_chart,New Wing - Do It,https://www.submithub.com/song/new-wing-do-it,SubmitHub,2026-04-29,https://open.spotify.com/track/4A5CcAW0RIB89h982l0kBS,True
Naarly,Runaway,track,0.7,submithub_chart,Naarly - Runaway,https://www.submithub.com/song/naarly-runaway,SubmitHub,2026-04-23,https://open.spotify.com/track/10aZLlWXqChTDPD0MEnjAA,True
Poly Powder,The Void,track,0.7,submithub_chart,Poly Powder - The Void,https://www.submithub.com/song/poly-powder-the-void,SubmitHub,2026-04-23,https://open.spotify.com/track/5p2QcUiVULn6vgHrj62aH8,True
Venne,Dimension,track,0.7,submithub_chart,Venne - Dimension,https://www.submithub.com/song/venne-dimension,SubmitHub,2026-04-23,https://open.spotify.com/track/6XrqfrQZmNcaHKzZd5WYJj,True
Dumomi The Jig,Tonight,track,0.7,submithub_chart,Dumomi The Jig - Tonight,https://www.submithub.com/song/dumomi-the-jig-tonight,SubmitHub,2026-04-30,https://s3.amazonaws.com/submithub/files/A4bEgvzCPWv8E24Rx/tonight-1775074798896.wav,True
ZIAGA,Afterglow,track,0.7,submithub_chart,ZIAGA - Afterglow,https://www.submithub.com/song/ziaga-afterglow,SubmitHub,2026-04-30,https://open.spotify.com/intl-de/track/1mK7nobKFAo78HAjP7RV5n,True
MERSY,Ritmo,track,0.7,submithub_chart,MERSY - Ritmo,https://www.submithub.com/song/mersy-x-ravepunzel-ritmo,SubmitHub,2026-04-23,https://open.spotify.com/intl-de/track/1qcwk15tRsUiKcR74natzl,True
Jimmy Jay,Let It Groove Ya,track,0.7,submithub_chart,Jimmy Jay - Let It Groove Ya,https://www.submithub.com/song/jimmy-jay-let-it-groove-ya,SubmitHub,2026-04-30,https://s3.amazonaws.com/submithub/files/WWW97BnouMrkh4z8e/let-it-groove-ya-radio-dabbjg7.wav,True
Hawkeys,Gelatyn,track,0.7,submithub_chart,Hawkeys - Gelatyn,https://www.submithub.com/song/hawkeys-x-tim-grand-gelatyn,SubmitHub,2026-04-28,https://open.spotify.com/track/6BNNLxvizMT29kT15HGivM,True
Topic,Sorry Papi,track,0.7,submithub_chart,Topic - Sorry Papi,https://www.submithub.com/song/topic-x-becky-g-sorry-papi,SubmitHub,2026-04-23,https://www.youtube.com/watch?v=CxJu0bncG0k,True
Dynamique,C'est Magnifique,track,0.7,submithub_chart,Dynamique - C'est Magnifique,https://www.submithub.com/song/dynamique-cest-magnifique,SubmitHub,2026-04-29,https://open.spotify.com/track/4lvkSR6CgCmEcgE7jheN4T,True
DJ Atlance,Get Back,track,0.7,submithub_chart,DJ Atlance - Get Back,https://www.submithub.com/song/dj-atlance-get-back,SubmitHub,2026-04-23,https://open.spotify.com/intl-fr/track/34I1Z0MvgUgeCYBclXbacd,True
Command Da Vibez,The Excellency,track,0.7,submithub_chart,Command Da Vibez - The Excellency,https://www.submithub.com/song/command-da-vibez-the-excellency,SubmitHub,2026-04-11,https://s3.amazonaws.com/submithub/files/wKNTgMhvjwL8edGkp/command-da-vibez-excellency-fm4-masterchannel-2026-03-17-1776466904555.wav,True
Zarka,Hit the throttle,track,0.7,submithub_chart,Zarka - Hit the throttle,https://www.submithub.com/song/zarka-hit-the-throttle,SubmitHub,2026-04-24,https://www.youtube.com/watch?v=CG6JUR1o2OA,True
Brynx,Not In Love,track,0.7,submithub_chart,Brynx - Not In Love,https://www.submithub.com/song/brynx-not-in-love,SubmitHub,2026-04-30,https://open.spotify.com/track/3BPa7ajfNchQeVwYa3nw3i,True
Ceara Cavalieri,Hush,track,0.7,submithub_chart,Ceara Cavalieri - Hush,https://www.submithub.com/song/ceara-cavalieri-hush,SubmitHub,2026-04-24,https://s3.amazonaws.com/submithub/files/Wb6DF4kJrQoojw5RW/hush-main-012225-2-2444-mastered-vysc6y6.wav,True
timefive,Fading Again,track,0.7,submithub_chart,timefive - Fading Again,https://www.submithub.com/song/timefive-fading-again,SubmitHub,2026-04-30,https://soundcloud.com/timefive/timefive-fading-again-original-promo/s-19DLSbtKuPl,True
DJ Sign,Ready Or Not,track,0.7,submithub_chart,DJ Sign - Ready Or Not,https://www.submithub.com/song/dj-sign-ready-or-not,SubmitHub,2026-04-23,https://open.spotify.com/intl-de/track/1XpXoAL37p82LT5imh2SbR,True
runThis,365,track,0.7,submithub_chart,runThis - 365,https://www.submithub.com/song/runthis-365,SubmitHub,2026-05-01,https://s.disco.ac/skccrgbbvbdq,True
Saive,On my Mind,track,0.7,submithub_chart,Saive - On my Mind,https://www.submithub.com/song/saive-on-my-mind,SubmitHub,2026-04-30,https://open.spotify.com/intl-de/track/2P4yNTLjULiibbhYTiHooE,True
Doncare,The Feeling,track,0.7,submithub_chart,Doncare - The Feeling,https://www.submithub.com/song/doncare-the-feeling,SubmitHub,2026-04-30,https://open.spotify.com/track/1NtE52sJ4OvGARzizHg2sP,True
LUMO,Dale,track,0.7,submithub_chart,LUMO - Dale,https://www.submithub.com/song/lumo-dale,SubmitHub,2026-04-30,https://s3.amazonaws.com/submithub/files/EyBpy5F5RFiesqpXZ/dale-master-1776799112840.mp3,True
Mr.Moudz,Agoza,track,0.7,submithub_chart,Mr.Moudz - Agoza,https://www.submithub.com/song/mr-moudz-agoza,SubmitHub,2026-04-23,https://open.spotify.com/intl-it/track/76Do2G3YXOazBKlN5166yy,True
Diskay,Call Of Innocence,track,0.7,submithub_chart,Diskay - Call Of Innocence,https://www.submithub.com/song/diskay-call-of-innocence,SubmitHub,2026-04-21,https://open.spotify.com/intl-fr/track/3QXFE88N5VaI1wSbjo64TI,True
Horizon Odyssey,Fades Away,track,0.7,submithub_chart,Horizon Odyssey - Fades Away,https://www.submithub.com/song/horizon-odyssey-fades-away,SubmitHub,2026-04-30,https://open.spotify.com/track/1pqsuvYbi0UNbTKmBNtkjg,True
Mike Sandcastle,Give Me Your Love,track,0.7,submithub_chart,Mike Sandcastle - Give Me Your Love,https://www.submithub.com/song/mike-sandcastle-give-me-your-love,SubmitHub,2026-04-23,https://open.spotify.com/track/14mecXkrxm5i3dqdTp09Ee,True
Sam Silver,All I Think About,track,0.7,submithub_chart,Sam Silver - All I Think About,https://www.submithub.com/song/sam-silver-x-yona-all-i-think-about,SubmitHub,2026-04-28,https://s.disco.ac/pqttakazdszx,True
Djomood,Red Lights,track,0.7,submithub_chart,Djomood - Red Lights,https://www.submithub.com/song/djomood-red-lights-1,SubmitHub,2026-04-23,https://open.spotify.com/track/602M3y6JcluzfQYeiAJ4VN,True
Sanvero,Brick by Brick ft. Nuzu Deep,track,0.7,submithub_chart,Sanvero - Brick by Brick ft. Nuzu Deep,https://www.submithub.com/song/sanvero-x-henry-mora-x-nuzu-deep-brick-by-brick-ft-nuzu-deep,SubmitHub,2026-05-01,https://s3.amazonaws.com/submithub/files/ihnnYEA7SDnW7Y8s7/brick-by-brick-ft-nuzu-deep-radio-edit-dfu5uyv.wav,True
Bosquemar,Sol,track,0.7,submithub_chart,Bosquemar - Sol,https://www.submithub.com/song/bosquemar-sol,SubmitHub,2026-04-30,https://s3.amazonaws.com/submithub/files/97WwkQmgYZi3ACChP/bosquemar-sol-24-44-mstr-rev1-0-1776881295048.wav,True
CHAN,Clap Your Hands,track,0.7,submithub_chart,CHAN - Clap Your Hands,https://www.submithub.com/song/chan-clap-your-hands,SubmitHub,2026-04-23,https://open.spotify.com/track/7oLAHzJ84AHdJ88HOELv2T,True
DJ SIR-J,"DJ SIR-J, SOUK TALES - Aleyhom (Original Mix)",track,0.7,submithub_chart,"DJ SIR-J - DJ SIR-J, SOUK TALES - Aleyhom (Original Mix)",https://www.submithub.com/song/dj-sir-j-x-souk-tales-dj-sir-j-souk-tales-aleyhom-original-mix,SubmitHub,2026-05-01,https://open.spotify.com/track/7KLxUtKwgGmIOy4S1HPrU0,True
Bardo,ALL I WANT IS U,track,0.7,submithub_chart,Bardo - ALL I WANT IS U,https://www.submithub.com/song/bardo-all-i-want-is-u,SubmitHub,2026-04-25,https://s3.amazonaws.com/submithub/files/PcPba8GC4vWWQcyGa/all-i-want-is-u-v5-1-1777007118840.wav,True
bufr.,don't call,track,0.7,submithub_chart,bufr. - don't call,https://www.submithub.com/song/bufr-dont-call,SubmitHub,2026-04-29,https://s3.amazonaws.com/submithub/files/HR3cXmqBbMJHB8Zmp/dont-call-bufr-master-v1-24-44-1k-hz-1776283989441.wav,True
Rakheemow,Fly,track,0.7,submithub_chart,Rakheemow - Fly,https://www.submithub.com/song/rakheemow-fly,SubmitHub,2026-04-30,https://open.spotify.com/track/2NoXfJMgvl3ulAOu8LqwvS,True
Henry Robin,Should Have,track,0.7,submithub_chart,Henry Robin - Should Have,https://www.submithub.com/song/henry-robin-should-have,SubmitHub,2026-04-23,https://open.spotify.com/track/4JRDEygbtsn0jno2i05ddZ,True
Eren Yildiz,Make Me Wild,track,0.7,submithub_chart,Eren Yildiz - Make Me Wild,https://www.submithub.com/song/eren-yildiz-make-me-wild,SubmitHub,2026-04-16,https://open.spotify.com/track/7vxbRoUpoZgamB8VMFpdxC,True
Travis Straw,Sexual Harassment Training,track,0.7,submithub_chart,Travis Straw - Sexual Harassment Training,https://www.submithub.com/song/travis-straw-sexual-harassment-training,SubmitHub,2026-04-24,https://soundcloud.com/travishobertstraw/sexual-harassment-training?utm_medium=api&utm_campaign=social_sharing&utm_source=id_193463,True
Johannes Jae,Approaching (You),track,0.7,submithub_chart,Johannes Jae - Approaching (You),https://www.submithub.com/song/johannes-jae-approaching-you,SubmitHub,2026-04-23,https://soundcloud.com/user-566612626/approaching-you?utm_medium=api&utm_campaign=social_sharing&utm_source=id_193463,True
Crys L,Never Fall,track,0.7,submithub_chart,Crys L - Never Fall,https://www.submithub.com/song/crys-l-never-fall,SubmitHub,2026-04-28,https://open.spotify.com/intl-fr/track/6LwEcGqqif1HC5HciVgdWd,True
PENELOPE,Mirage,track,0.7,submithub_chart,PENELOPE - Mirage,https://www.submithub.com/song/penelope-mirage,SubmitHub,2026-04-30,https://s3.amazonaws.com/submithub/files/XdCDPeDQFj7MrHuoq/penelope-mirage-mixdownandmaster-2448-sai-v-2-1775336243947.wav,True
Eva Forte,As It Is,track,0.7,submithub_chart,Eva Forte - As It Is,https://www.submithub.com/song/eva-forte-as-it-is,SubmitHub,2026-04-30,https://open.spotify.com/track/7FBGsiZj8hXm7boOHWXzeC,True
Flanko,Lost in the Desert,track,0.7,submithub_chart,Flanko - Lost in the Desert,https://www.submithub.com/song/flanko-lost-in-the-desert,SubmitHub,2026-04-23,https://open.spotify.com/intl-de/track/0Heo6hcVkBXOqZzzEWPlRF,True
plenka,nightline,track,0.7,submithub_chart,plenka - nightline,https://www.submithub.com/song/plenka-nightline,SubmitHub,2026-04-23,https://open.spotify.com/track/50DLH4sZnkLmmvwPwmaDTL,True
Teklix,Zorya,remix,0.7,submithub_chart,Teklix - Zorya,https://www.submithub.com/song/teklix-zorya-remix-by-mooh,SubmitHub,2026-05-01,https://soundcloud.com/ravvenmusik/premiere-teklix-zorya-mooh-1?utm_medium=api&utm_campaign=social_sharing&utm_source=id_193463,True
Thomas Garcia,la sirena,track,0.7,submithub_chart,Thomas Garcia - la sirena,https://www.submithub.com/song/thomas-garcia-la-sirena,SubmitHub,2026-04-30,https://open.spotify.com/track/2dA8gT4nXWSj8XBwg1gzgD,True
Bomel,Purple Rush,track,0.7,submithub_chart,Bomel - Purple Rush,https://www.submithub.com/song/bomel-purple-rush,SubmitHub,2026-04-23,https://open.spotify.com/intl-fr/track/1debwLxb7NuDnRpXr8UFHJ,True
Max Metzinger,The Sun Comes,track,0.7,submithub_chart,Max Metzinger - The Sun Comes,https://www.submithub.com/song/max-metzinger-x-flo-von-the-sun-comes,SubmitHub,2026-04-30,https://s3.amazonaws.com/submithub/files/jC2hT5dCP3X5WvEuC/max-metzinger-flo-von-the-sun-comes-1776151839638.wav,True
Kooyman,Look Back,track,0.7,submithub_chart,Kooyman - Look Back,https://www.submithub.com/song/kooyman-look-back,SubmitHub,2026-04-30,https://soundcloud.com/oystarr-644509926/kooyman-look-back-out-on-may?utm_medium=api&utm_campaign=social_sharing&utm_source=id_193463,True
Boothed,Sexy Sturdy,track,0.7,submithub_chart,Boothed - Sexy Sturdy,https://www.submithub.com/song/boothed-sexy-sturdy,SubmitHub,2026-04-23,https://open.spotify.com/intl-it/track/4AnDy5eoRWMuJCujtOvxoW,True
Fleanger,Oud Tears,track,0.7,submithub_chart,Fleanger - Oud Tears,https://www.submithub.com/song/fleanger-oud-tears,SubmitHub,2026-04-23,https://open.spotify.com/track/14zREGJwjz9lXta8PdOIr3,True
The Versace Boys,PLOW'D,track,0.7,submithub_chart,The Versace Boys - PLOW'D,https://www.submithub.com/song/the-versace-boys-plowd,SubmitHub,2026-04-28,https://open.spotify.com/track/2TyBhZelyrfFNpGSsBux3q,True
