artist_name,soundcloud_url,soundcloud_user_id,genres,edm_match_terms,followers_count,track_count,country,city
go4broke,https://soundcloud.com/go4brokemusic?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,1005284569,"Pop | Alternative | pop alt altpop altrnb ""Electronic Pop | Contemporary R&B | Electronic | remix electropop electronic electroclash hyperpop charlixcx ""troye sivan"" ""charli xcx"" 2hollis | Indie Pop",electronic,37,16,United States,Los Angeles
Chaplin,https://soundcloud.com/chplinmusic?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,523827738,"Pop | Pop Alternative thekidlaroi brakence | Hip-hop & Rap | Aggressive trap hiphop pop thekidlaroi | Dark breakup moody pop | Pop Electronic hiphop ""the weeknd"" dark hyper | Hip-Hop Rap Melodic | Hip Hop"" R&B Rap Melodic ""Post Malone"" ""Juice Wrld"" ""The Kid Laroi"" 24kgldn jaeybxrd Brakence ""Eric Doa"" Glaive | Pop Melodic ""Post Malone"" ""Brakence "" ""Travis Scott"" ""Dro Kenji"" ""24k Goldn"" ""The Kid Laroi | pop ""melodic rap | Pop R&B Alternative Rap ""Ed Sheeran"" ""The Weeknd"" ""Post Malone"" ""Juice Wrld | R&B Rap Pop Dance Rock electronic ""Post Malone"" ""Swae Lee"" ""The Kid Laroi"" Juicewrld ""Dro Kenji"" Internet ""Justin Bieber"" ""Dominic Fike"" Engineer Producer Artist Musician",dance | electronic | trap,118,12,United States,Philadelphia
Tame Impala,https://soundcloud.com/tame-impala?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,5807211,Alternative | Dance Indie,dance,438984,130,Australia,Perth
PLAT.,https://soundcloud.com/platon-chervak-705324636?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,778378228,"Dance & EDM | bass house"" ""Tech House"" ""eli brown"" wavey remix rework 136bpm club underground Dance ""free download | Dance & EDM"" ""bass house"" 136bpm | garage ""bass house"" Diplo ""sonny fodera"" ""turn back time"" 136bpm | ukg ""bass house"" bass house garage | House | Bass House",bass | bass house | club | dance | edm | electronic | garage | house | tech house | ukg,2541,18,United States,"Miami, Kyiv"
Cailin Russo,https://soundcloud.com/cailinrusso?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,289679185,Electronic | Hip Hop | Pop | Cailin Russo | R&B & Soul,electronic,3207,63,,Los Angeles
Joy Anonymous,https://soundcloud.com/joyanonymous?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,81868578,Electronic | R&B | Soul | Dance,dance | electronic,10804,95,,London*****Adelaide
MLE,https://soundcloud.com/mlemusicc?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,578351616,"House | Deep House | MLE "" House | House Electronic | Tech House | House ""MLE | MLE House ""edm | MLE House Edm | Drum & Bass | MLE ""Drum & Bass",bass | deep house | edm | electronic | house | tech house,1542,10,United States,San Diego
Karim Naas,https://soundcloud.com/karimnaas-sc?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,1545292599,Afro House | Dance | House,afro house | dance | house,25,9,,
Veritas (UK),https://soundcloud.com/veritasuk-sc?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,1627318983,Dance | UK Garage,dance | garage,221,2,,
Cosmo's Midnight,https://soundcloud.com/cosmosmidnight?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,967874,Dance - House | Dance - Melodic House & Techno | Electronic | Electropop | House | Dancehall | UKG | Dance | R&B | Other,dance | electronic | house | melodic house | techno | ukg,91566,102,Australia,Sydney
Noah Henderson,https://soundcloud.com/nhendyson?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,347105525,Pop | sad chill pop indie healing | pop | indie ambient sad heartbreak,club | dance | electronic | house,907,26,United States,Los Angeles
PETIT BISCUIT,https://soundcloud.com/petitbiscuit?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,16509370,"Ambient | Indie | Electronic | Electronic ""Dance & EDM | Dance - Electro | Dance & EDM | energic dynamic party pressplay dance",dance | edm | electronic,261030,123,France,
Rivasᵁˢᴬ,https://soundcloud.com/djrivas?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,1453252,"Dance & EDM | happy "" ""high energy "" ""workout | dance pop uk edm fun remix alex warren | Strangers by Seven Lions | Myon | Shane 54 and Tove Lo",dance | edm,76318,90,United States,Boston
MPH,https://soundcloud.com/mph-uk?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,69037974,"UKG | UKG ""Dance & EDM | Garage",bass | dance | edm | garage | ukg,45730,80,,Canterbury
RAYE,https://soundcloud.com/raye?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,115767975,Pop,house,86233,160,,South London
Zero,https://soundcloud.com/zero_uk?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,39208939,UK Garage | UKG Bassline Garage Rave | Dance | Dance - Garage | Bassline | Grime,bass | dance | garage | ukg,63211,93,,
Two Another,https://soundcloud.com/twoanother?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,169041789,Dance | Indie Pop | Pop - Alternative | Indie,dance,8684,116,,
niko rain,https://soundcloud.com/niko-rain?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,988263856,"Pop | Pop alt-pop | Electronic | Indie Pop ""Alternative Rock"" Ambient",electronic,1050,25,,
ANOTR,https://soundcloud.com/anotr?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,44453857,"House | anotr ""hold on let go"" house ""deep house | Indie | Disco",deep house | house,91058,89,,Amsterdam
FIG,https://soundcloud.com/figwoop?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,56443848,"Pop | FIG ""Seeking For Connection"" ""Cob Stand"" BUD ""Indie Pop"" Indie Pop R&B Alternative ""Alt Pop"" ""Alt R&B"" ""New Music"" New Music Song SCFIRST ""Asian Music | Indie | R&B ""Bossa Nova"" Bossa Dance Pop Indie Alt Alternative Soul ""Indie Pop"" ""Bedroom Pop"" ""Honey Filled Skies"" FIG figwoop Huck TikTok 2022 2023 Hits SCFIRST New Music Artist ""New Artist"" ""New Music"" BUD | Indie R&B Pop Lofi Chill Mellow 2022 2023 FIG figwoop Alternative Lack BUD ""New Music"" ""New Artist"" SCFIRST",dance,725,31,,New York
PARISI,https://soundcloud.com/weareparisi?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,229668533,Dance | Electronic | House,dance | electronic | house,1927,18,Britain (UK),
DJ Sprino,https://soundcloud.com/djsprino?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,441481,"Funk | Rock | Hip-hop & Rap | Christmas | Remix | Hip Hop"" ""Christmas | Dance & EDM | Dance ""Dance Pop"" Pop Edm Electro Electronic ""Electro House"" ""Electronic Pop"" Disco House | 70s & 80s | Rock Pop Disco Funk Dance ""Dance Pop | 90s 2000s ""Hip Hop"" Rap R&B Pop Dance Mix Mixtape",dance | disco house | edm | electronic | house,121,20,United States,Boston
rüüdy.,https://soundcloud.com/rueuedy?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,1494979175,Dance & EDM,dance | edm,405,13,,
Babsy.,https://soundcloud.com/babsymusic?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,123944763,"Dubstep | edm dubstep bassmusic remix | Dance & EDM | ukg garage ""speed garage "" ""pink pantheress | edm ""in color"" headlights ""dance music"" melodic ""future bass | dubstep griz whethan edm dancemusic | Electronic | flume ""olivia dean"" edm ""dance music"" happy love ukg | dom dolla | Drum & Bass | edm "" dnb ""drum and "" ""liquid dnb",bass | dance | dnb | dubstep | edm | electronic | garage | ukg,5042,68,,
RL Grime,https://soundcloud.com/rlgrime?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,3514469,"Electronic | Dance & EDM | RL Grime"" Halloween | RL Grime"" PLAY | RL Grime"" Sublab Baauer Noomi PLAY | RL Grime "" PLAY",dance | edm | electronic,750661,152,,
VERITAS (UK),https://soundcloud.com/veritasdj?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,491369565,Electronic,electronic,7028,32,,LONDON
Thorne,https://soundcloud.com/24o973?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,1075977517,"House | Electronic Trance ""bass house"" skrillex ninajirachi dubstep clouds | clouds ""tech house"" balaric ibiza house ""deep house"" chill | 125 BPM"" ""bass house"" bass happy clouds | electronic house ""blog house"" bloghaus ""indie sleaze"" complextro electrohouse | Bass House | Slap House | Dubstep | Electronic | y2k | electronica | Disco House | Pop | Electronic Bloghaus bloghouse dare ""new york"" techno electroclash ""ed banger"" sebastian Justice | Garage | 2 Step | Clouds | Dance Edm ""bass house"" synth clouds pop ""drum and bass | Drum & Bass | You can look at the clouds again",bass | bass house | club | dance | deep house | disco house | drum and bass | dubstep | edm | electronic | electronica | garage | house | tech house | techno | trance,181,13,,
Louis Millne,https://soundcloud.com/louismillne?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,330739245,"House | techhouse Live minimal deeptech liveset teedee | rolling techhouse freedownload | Electronic | Tech-House | Tech House"" live mix minimal | TechHouse "" ""live "" mix minimal | techhouse live minimal ""deep tech"" liveset | Tech House"" Dance House | Deep House"" House techhouse hotcreations ""Alternative Rock",club | dance | deep house | electronic | house | tech house,3811,46,Britain (UK),
IN PARALLEL,https://soundcloud.com/inparalleluk?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,1447822256,"Electronic | uk garage | speed garage"" ""soul searchers"" ukg | House | energetic 90s ukg ""speed garage | ukg | Speed garage"" energetic ukg fast euphoric ""in parallel | Dance & EDM | UKG "" ""unknown t "" Free ""Speed garage | UK Garage | Dance | UKG ""Speed garage"" ""Piano house"" house | ukg ukgarage Damager speedgarage | Drum & Bass",bass | dance | edm | electronic | garage | house | ukg,9742,29,Britain (UK),Stafford
nowifi,https://soundcloud.com/nowifimusic?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,412060683,"House | uk house"" ""piano house"" dance edm | Drum & Bass | dnb ""liquid dnb | House mashup electronic dance | Electronic | speed garage"" house | Euphoric Piano House | UK House"" ""piano house"" ""euphoric edm"" ""euphoric house | Speed House | UK Garage"" ukg house | speed house"" ""piano house"" ""uk house"" ukg ""uk garage | Trance Techno ""uk house"" ""nina chuba"" house ""piano house"" ukg nowifi Remix",bass | dance | dnb | edm | electronic | garage | house | techno | trance | ukg,10511,52,Netherlands,Amsterdam
MO$H,https://soundcloud.com/1mosh?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,687484877,"Rock | Hip-hop & Rap | rap underground mosh | mosh underground rap hard ambient | underground | pluggnb | plug bee plugandbee glitchcore hyperpop overground 1hollis underground ""jack black"" ""i am steve"" shayan MO$H ""Drum & Bass"" metal bbbbbbbbbbbbb | deadend pop sad indie biteki lovely ulovely music haha uhhh | Pop | ummm mosh ""music i think"" hyperpop balls biteki | wake up"" wakeup wakeeup youreasleep pop hyperpop billieilishisbad marku mosh biteki siemspark yup haha",bass,2457,60,,
Great Good Fine Ok,https://soundcloud.com/greatgoodfineok?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,54378299,Pop | Alternative | Dance,dance,17724,84,United States,Brooklyn
DENNETT,https://soundcloud.com/dennettofficial?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,504948057,Dance | LGOREMIX,bass | dance,46640,79,,
L I F E / L I N E,https://soundcloud.com/lifeslashline?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,1025411563,"Dance | Dance & EDM | midtempo bass | House ""Deep House"" ""progressive house"" chill | House ""stutter house"" Electronic ""L I F E | L I N E | Stutter House"" electronic House ""L I F E | stutter house"" House | Stutter House"" House ""laid back"" ""chill house | Drum & Bass | Remix ""Drum & Bass"" ""Paper Planes"" ""L I F E | L I N E"" paperplanesremix | Electronic | Dance Pop"" ""Electro Pop"" Nostalgia",bass | bass house | dance | deep house | edm | electronic | house | progressive house,1153,28,,"Los Angeles, CA"
MATRODA,https://soundcloud.com/matrodamusic?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,1776086,"matrodamusic | Matroda ""Body & Soul"" ""Terminal Underground"" ""Tech House | Matroda ""Winning Prize"" ""Terminal Underground"" ""Tech House | matrodasound | Mike Dunn"" ""Mr. 69"" Matroda ""GREG 99"" ""Phreaky MF"" ""Terminal Underground"" House ""Tech House | Nirvana Matroda ""Teen Spirit | Matroda KLP Bullshit ""Insomniac Records"" House ""Tech House | Matroda ""Feel The Heat"" ""Terminal Underground"" House ""Tech House | Matroda ""House x Pressure"" ""Terminal Underground"" House ""Tech House | Day Trip Festival"" Matroda ""Los Angeles | Drum & Bass | Matroda ""Forget It"" 4U ""Saturday Love"" ""Gimme Some Keys"" ""Drum N Bass"" ""Insomniac Records"" ""Dance & EDM",bass | dance | edm | house | tech house,116463,178,,
Koastle,https://soundcloud.com/koastle?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,909575698,"Electronic | GoPro Music | remix ""future bass"" ""Dance & EDM"" EDM DJ ""melodic bass"" bass | edm ""Dance & EDM"" ""future bass"" trap dance electronic flume odesza Country | edm Electronic ""future bass"" trap lorde flume ""louis the child"" whethan odesza pregame festival party | Dance & EDM | go pro music"" edm Electronic trap ""future bass"" house party festival pregame drinking chill vibes beach sunset driving flume odesza droeloe",bass | dance | edm | electronic | house | trap,10515,69,,"Orange County, CA"
Duke Dumont,https://soundcloud.com/dukedumont?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,692623,House | Dance,club | dance | electronic | house | techno,446710,212,,London
Chris Lake,https://soundcloud.com/chrislake?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,118319,"Tech House | Electronic | Tech House"" House | House",electronic | house | tech house,340214,236,United States,Los Angeles
PANIA,https://soundcloud.com/paniaxo?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,25568039,Pop | R&B,bass,574,28,Australia,Wst Melbourne
Repiet,https://soundcloud.com/djrepiet?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,144320400,Electronic | EDM | Dance | House | Future House,dance | edm | electronic | future house | house,5087,20,,Amsterdam
PLS&TY,https://soundcloud.com/pls-ty?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,76527133,"Dance & EDM | Afro House"" House edm dance pls&ty plsandty ""every dimension | house edm mix dj set pls&ty ""proper manners "" radio insomniac | house edm mix dj set pls&ty ""proper manners"" insomniac radio | house dj mix set radio pls&ty ""proper manners"" insomniac edm | house dance edm pls&ty ""proper manners "" radio mix dj set | dance edm house pls&ty ""proper manners"" radio mix ""dj "" set | house dance edm dj set mix pls&ty ""proper manners"" radio | house dance edm dj set mix show insomniac ""proper manners | house edm dance pls&ty ""proper manners"" radio dj mix set | house dj mix set pls&ty ""proper manners"" radio",afro house | dance | edm | house,81450,167,,
Model Man,https://soundcloud.com/modelman?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,147968297,Dance & EDM | Dance | House | Electronic,dance | edm | electronic | house,3018,96,,Essex
The Elovaters,https://soundcloud.com/theelovaters?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,529573911,"Alternative | Reggae | Dance | Drum and bass | Pop | Adult Contemporary | Reggae ""the elovaters"" pop summer ""good vibes"" SCFIRST",bass | dance | drum and bass | house,2610,112,,Boston
CYRIL,https://soundcloud.com/cyrilriley?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,455265159,Dance | Pop,bass | club | dance | deep house | electronic | house,79830,122,Australia,
Guess Method,https://soundcloud.com/matt-fuller-136833305?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,1182087910,"Alternative Rock | funk funky indie disco ballad | Indie | Dance Pop"" Indie ""indie pop"" ""Indie Rock"" Dance Disco Funk Funky ""indie funk"" ""Funk Rock"" ""guess method | Funk | Funk Funky Instrumental ""Instrumental Rock"" vulf jamband guessmethod lettuce themotet ""instrumental funk"" vulfpeck ""fearless flyeras"" ""jam band"" Festival boston ""rhode island",dance,4,4,United States,Boston
Tove Lo,https://soundcloud.com/tovelo?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,14912041,Pop | Spoken Word | Alternative | Dance,dance,196082,187,Sweden,Stockholm
SIDEPIECE,https://soundcloud.com/sidepiece?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,647038533,"House | Techhouse ""SIDEPIECE | Tech house "" ""House music | Dubstep | Remix Sidepiece | Tech house "" ""House music "" NYC Sidepiece DJLC ""DJ Lover Club"" ""We Belong Here"" ""New York | Tech House"" ""House music "" september ""Cry for you "" sidepiece",club | dubstep | house | tech house,56796,72,,
Dombresky,https://soundcloud.com/dombresky?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,135993730,"House | dombresky chaney klp | edc "" dj set vegas las dombresky | Electronic | Disco | splash house "" ""house "" ""splash "" ""dombresky "" ""disco "" ""dom | Dance",dance | electronic | house,67415,81,,
syence,https://soundcloud.com/syence?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,44812273,"Melodic House | Electronic | melodic house"" ""dance & edm"" dance edm ""progressive house"" ""deep progressive"" ""julian gray"" ""blake wisner"" syence | deep progressive"" ""progressive house"" ""deep house"" ""melodic house"" ""lane 8"" ""arctic lake"" syence vaance remix | Dance & EDM | melodic house"" ""progressive house"" syence vaance ""heather janssen"" ""ophelia records"" opheilia ""seven lions"" zedd avicii | Dance | Dance Pop | Progressive House | john summit"" kaskade ""julia church"" sunset ""chill house"" ""melodic house"" resonate remix",dance | deep house | edm | electronic | house | melodic house | progressive house,14616,100,,
Conni,https://soundcloud.com/user-829702746?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,1070922421,"Dance & EDM | eurosummer inna europop Summer | Electronic | Dance | Drum & Bass | 175bpm bellaciaodnb ""bella ciao dnb edit"" ""drum and bass"" ""conni niall t "" rave | Dance - Drum & Bass | Jungle | Pop",bass | dance | dnb | drum and bass | edm | electronic,845,9,Britain (UK),
⠶ Dom Dolla ⠶,https://soundcloud.com/domdolla?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,627109,"Electronic | Dom Dolla"" Sydney AllianzStadium | Dance | Pop | Indie Dance"" ""Dance Pop | Techno | Melodic House & Techno",breaks | club | dance | electronic | house | melodic house | techno,252563,85,Australia,Melbourne
NM,https://soundcloud.com/numa-coast?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,625322913,Electronic | Dance | Melodic House,dance | electronic | house | melodic house,1381,62,,
ZULAN,https://soundcloud.com/zulann?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,1291349448,Electronic | Dance,dance | electronic,36856,4,,
CARL SOS,https://soundcloud.com/carlsos?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,912260446,House | Trance | hype carlsos | Techno | house,house | techno | trance,368,7,,"los angeles, ca"
Darius (Official),https://soundcloud.com/dariusofficial?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,1499117,"Dance & EDM | Electronic | Darius "" Rise ""Benny Sings"" ""Darius Remix | Funk electronic house",dance | edm | electronic | house,168033,61,France,Paris
KSHMR,https://soundcloud.com/kshmr?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,17586135,"Dance | World | Dancehall ""Dance & EDM"" ""Drum & Bass"" Disco Dubstep Trance Electronic Trap Reggaeton ""R&B & Soul"" Techno Rock",bass | dance | dubstep | edm | electronic | techno | trance | trap,402558,363,,
NOTD,https://soundcloud.com/notdofficial?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,246057646,"Electronic | Pop Electronic ""remix | Dance | House | EDM | Dance & EDM | Dance & EDM"" Electronic daisies remix",dance | edm | electronic | house,32190,90,Sweden,
rux,https://soundcloud.com/rux99?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,805024267,"Electronic | kylebeats | Trap | moonboy matrix singular speedcore rawcore hardstyle tearout ""color bass"" orchestral metal | Hyperbounce",bass | electronic | trap,651,97,,
ilyaugust,https://soundcloud.com/ilyaugust?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,801614704,HipHop | Rap | Hip-hop & Rap | Electronic | Pop | Dance | RnBron | lebron | lebronsong,dance | electronic,5890,51,,
HAVEN.,https://soundcloud.com/haven49167?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,1625265611,Electronic,electronic,4313,2,,
Sunday Scaries,https://soundcloud.com/sundayscariesmusic?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,266456216,"House | Tech House | remix House edit ""bass house"" ""juicy j | theruins sanfrancisco techhouse kaskade | Dance & EDM | basscanyon thegorge | Splash House"" Margaritaville House | sunday scaries"" brooklyn ""superior ingredients",bass | bass house | dance | edm | house | tech house,11059,31,United States,Los Angeles
Łaszewo,https://soundcloud.com/laszewo?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,305006414,"Dance | Dubstep | Dance & EDM | Electronic | empireofthesun wearethepeople | fredagain "" ""delilah "" postalservice",dance | dubstep | edm | electronic,27380,55,United States,Santa Barbara
Marc Shoals,https://soundcloud.com/marcshoals?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,115124622,"Dance & EDM | Electronic mashup freedownload | Dance & EDM"" melodic House | Dance & EDM"" ""Progressive house"" ""Big room"" mashup 2016 | Electronic | discolines futurebass ""Dance & EDM"" freedownload | Dance & EDM"" twofriends gryffin excision freedownload | Dance & EDM"" freedownload editpack mashuppack remix | House | Dance & EDM"" House ""Deep House"" liveset | progressive house"" 2010 bigroom ""Dance & EDM"" freedownload | futurebass ""Dance & EDM"" "" happy | Dance & EDM"" remix bigroom mainstage freedownload edit",bass | dance | deep house | edm | electronic | house | melodic house | progressive house,667,26,,
Omar+,https://soundcloud.com/omarplus?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,231642680,"House | Deep House"" Electronic | Dance | Tech House | Electronic ""tech house | Electronic House ""Dance & EDM | Electronic",dance | deep house | edm | electronic | house | tech house,20172,34,Britain (UK),london
Moi je,https://soundcloud.com/moi-je?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,38310949,Disco | disco french funk | Moi Je | Electronic,electronic,14228,44,France,
Boston Bun,https://soundcloud.com/bbbostonbun?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,147216,Electronic | Club | Dance | House | Electronica,club | dance | electronic | electronica | house,29175,90,,
Corbyn Besson,https://soundcloud.com/corbyn-besson?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,72609298,Dance | Pop,dance,4066,12,United States,"Los Angeles, CA"
DVBBS,https://soundcloud.com/dvbbs?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,4152527,Dance - House | Dance | UK Garage | Progressive House,dance | garage | house | progressive house,446535,181,Canada,Toronto
Angrybaby,https://soundcloud.com/angrybabymusic?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,591199668,Dance | House,dance | house,9215,112,United States,San Francisco
nøll,https://soundcloud.com/nollmusic?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,264709747,"Dance | Progressive House | afrohouse | Afro House | afrohouse keinemusik doechii edmremixes NøLL | Electronic | UK Garage | Orchestral | future bass"" ""danni carra"" noll dubstep | Future bass hoang nøll | electronic Future Experimental | Dubstep",afro house | bass | dance | dubstep | edm | electronic | garage | house | progressive house,6664,73,,
SAN PACHO,https://soundcloud.com/sanpachomusic?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,73580687,"sanpachomusic | San Pacho"" Alcoholic House ""Tech House | San Pacho"" SEBS Impressive ""Insomniac Records"" House ""Tech House | San Pacho"" ""Noah Scannell"" ""Stereo Love"" Edit ""Free Download | San Pacho"" ""Ride The Train"" LIBERA House ""Tech House | San Pacho"" ""Day Trip Festival"" 2025 | San Pacho"" ""Baby Got Back"" LIBERA ""Tech House | San Pacho"" ""Go Getta"" Nevve ""Insomniac Records"" House | San Pacho"" GREG ""Terminal Underground"" ""Lights Off"" House ""Tech House | San Pacho"" GREG ""Terminal Underground"" ""Born Funky"" House ""Tech House",house | tech house,42329,90,,
MENESIX,https://soundcloud.com/menesix?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,112731990,"House | Brazil Disco Menesix ""OUT NOW"" ""Bossa Nova | House ""utrecht "" ""by the creek festival"" ""festival "" ""2024 | Thuishaven ADE 2024 Menesix DJ ""Live Set "" Live",house,18983,36,,
Fabian Mazur,https://soundcloud.com/fabianmazur?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,188836,Electronic | Trap | Dubstep | 140 | Deep Dubstep | Grime | Bass House | Future Bass | Dance | EDM Trap,bass | bass house | dance | dubstep | edm | electronic | house | trap,84959,127,Denmark,Copenhagen
Odd Mob,https://soundcloud.com/oddmob?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,34486918,"Dance & EDM | Techno Rave ""Tech House"" ""Bass House"" EDM ""138 BPM"" Fierce ""Energetic | Techno ""Tech House"" ""Rave "" EDM ""128 BPM | Techno House ""Tech House"" ""Fierce "" ""Bass house "" EDM ""132 BPM | Melodic progressive ""minimal | House | Tech House"" ""Bass House"" Techno M.I.A Rave ""Energetic "" Fierce | Dance - Breaks",bass | bass house | breaks | dance | edm | house | tech house | techno,110562,126,,Brisbane
Spacey Jane,https://soundcloud.com/spacey-jane?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,237821547,Alternative,bass,4031,70,Australia,Fremantle
7CULT,https://soundcloud.com/7cultrecords?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,1328446056,"Dance & EDM | oskar med k ""oskar med k",dance | edm,7497,218,,
Icee Red,https://soundcloud.com/icee_redmusic?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,399992781,"Hip-hop & Rap | miami bass"" r&b dancehall batida | R&B & Soul | R&B & Soul"" ""Hip-hop & Rap"" ""miami bass"" afrobeats | Hip-hop & Rap"" ""R&B & Soul"" ""miami bass"" amapiano rnb | r&b ""miami bass"" edits amapiano | rnb hustle ""miami bass"" ""atl bass"" ""club | Miami bass | atl bass | bass mix | bass music | miami bass | r&b | r&b ""club r&b | Latin | miami bass"" latin ""baile funk | MIAMI BASS | JERSEY CLUB | GHETTO TECH | DANCEHALL | AFROBEATS",bass | club | dance,6646,62,United States,Miami/Orlando
FUZION,https://soundcloud.com/fuzionukg?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,1515104344,Dance | Electronic | House,dance | electronic | house,3987,13,,"LINCOLN, UK"
Brunello,https://soundcloud.com/brunellobeats?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,180229568,Indie Dance (Dark Disco) | Dance,dance,12425,36,,Mellow Circus
The Dip,https://soundcloud.com/thedipmusic?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,43713040,"R&B & Soul | The Dip | Soul | Seattle | Soul ""The Dip"" ""Tom Eddy"" Funk",dance,1279,9,United States,Seattle
Evenity,https://soundcloud.com/weareevenity?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,1356079053,"Dance | House | Dance & EDM | LGOREMIX | Electronic House ""Electro House | Techno | Live Set | remix charlixcx billieeilish guess evenity",dance | edm | electronic | house | techno,1748,16,United States,Los Angeles
Arlo,https://soundcloud.com/arlobeets?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,903793981,Dance & EDM | Dance,dance | edm,3949,35,,
sennoh,https://soundcloud.com/sennohxo?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,1367115144,Electronic | hyperpop edm trap,edm | electronic | trap,4908,22,,
Never Dull,https://soundcloud.com/neverdullmusic?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,301764622,Electronic | House | Disco House,dance | disco house | electronic | house,36316,151,United States,San Diego
Tiffany Day,https://soundcloud.com/tiffanyday?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,193792855,Electronic | Dance | Pop | Hyperpop,dance | electronic,13593,71,United States,
